id,rating,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,comment_clean,auto_labeled
3886937,5,"Спасибо большое, всё понятно.",0.0,0.0,0.0,0.0,1.0,"спасибо большое, всё понятно.",True
3887002,5,Татьяна спасибо ❤️,0.0,0.0,0.0,0.0,1.0,татьяна спасибо ❤️,True
3887203,5,На вопрос ответили. Крепления нельзя повесить в колясочной,0.0,0.0,0.0,0.0,0.0,на вопрос ответили. крепления нельзя повесить в колясочной,True
3887228,5,Большое спасибо!,0.0,0.0,0.0,0.0,1.0,большое спасибо!,True
3887353,5,Лучший ,0.0,0.0,0.0,0.0,0.0,лучший,True
3887358,5,спасибо за оперативность ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность,True
3887389,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3887392,5,спасибо за то что быстро отреагировали,1.0,0.0,0.0,0.0,1.0,спасибо за то что быстро отреагировали,True
3887422,5,"Сервис на высоте, мастер - профессионал",0.0,0.0,0.0,0.0,0.0,"сервис на высоте, мастер - профессионал",True
3887496,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3887525,5,спасибо большое,0.0,0.0,0.0,0.0,1.0,спасибо большое,True
3887606,1,ок ,0.0,0.0,0.0,0.0,0.0,ок,True
3887614,2,Надолго ли(,0.0,0.0,0.0,0.0,0.0,надолго ли(,True
3887616,2,Надолго ли(,0.0,0.0,0.0,0.0,0.0,надолго ли(,True
3887743,5,Спасибо. Все работает,0.0,0.0,0.0,0.0,1.0,спасибо. все работает,True
3887791,5,Спасибо большое!,0.0,0.0,0.0,0.0,1.0,спасибо большое!,True
3887832,5,Спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3887844,5,"заявка выполнена, спасибо.",0.0,0.0,0.0,1.0,1.0,"заявка выполнена, спасибо.",True
3887922,5,Дверь закрывается намного лучше.,0.0,0.0,0.0,0.0,0.0,дверь закрывается намного лучше.,True
3888009,5,Спасибо за быстрое реагирование!!!,1.0,0.0,0.0,0.0,1.0,спасибо за быстрое реагирование!!!,True
3888318,5,"Оперативно сработали, благодарю.",1.0,0.0,0.0,0.0,1.0,"оперативно сработали, благодарю.",True
3888320,5,спасибо большое,0.0,0.0,0.0,0.0,1.0,спасибо большое,True
3888354,5,"Спасибо сантехнику Алексею, все сделано качественно ",0.0,1.0,0.0,0.0,1.0,"спасибо сантехнику алексею, все сделано качественно",True
3888539,5,"Огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику, прибывшему в воскресенье через 20 минут после написания заявки! Все решилось наилучшим образом! Вот так бы все вопросы оперативно решались!!!",1.0,0.0,0.0,0.0,1.0,"огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику, прибывшему в воскресенье через 20 минут после написания заявки! все решилось наилучшим образом! вот так бы все вопросы оперативно решались!!!",True
3888591,5,Очень оперативно и никуда не пришлось ходить.,1.0,0.0,0.0,0.0,0.0,очень оперативно и никуда не пришлось ходить.,True
3888606,5,Проблема решена.,0.0,0.0,0.0,0.0,0.0,проблема решена.,True
3888633,5,Очень оперативно отреагировали! Спасибо!,1.0,0.0,0.0,0.0,1.0,очень оперативно отреагировали! спасибо!,True
3888794,5,"оперативно, качественно, вопросов не возникло. Спасибо.",1.0,1.0,0.0,0.0,1.0,"оперативно, качественно, вопросов не возникло. спасибо.",True
3888811,5,Быстро!,1.0,0.0,0.0,0.0,0.0,быстро!,True
3888828,5,Благодарю за оперативность!,1.0,0.0,0.0,0.0,1.0,благодарю за оперативность!,True
3889213,5,спасибо за оперативное решение проблемы. ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативное решение проблемы.,True
3889473,1,Оперативная работа,0.0,0.0,0.0,0.0,0.0,оперативная работа,True
3889502,5,"оперативное решение проблемы! 
",1.0,0.0,0.0,0.0,0.0,оперативное решение проблемы!,True
3889542,5,Первый раз вы решили вопрос быстро ,1.0,0.0,0.0,0.0,1.0,первый раз вы решили вопрос быстро,True
3889737,1,Надолго ли,0.0,0.0,0.0,0.0,0.0,надолго ли,True
3889783,5,отлично спасибо ,0.0,0.0,0.0,0.0,1.0,отлично спасибо,True
3889827,5,"спасибо большое, Татьяна.",0.0,0.0,0.0,0.0,1.0,"спасибо большое, татьяна.",True
3889866,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3889956,5,Лучший мастер на свете 🥰Спасибо большое 🙏,0.0,0.0,0.0,0.0,1.0,лучший мастер на свете 🥰спасибо большое 🙏,True
3890030,5,"Спасибо большое, что починили домофон. ",0.0,0.0,0.0,0.0,1.0,"спасибо большое, что починили домофон.",True
3890209,5,Отличная работа,0.0,0.0,0.0,0.0,0.0,отличная работа,True
3890231,5,Спасибо огромное за помощь!,0.0,0.0,0.0,0.0,1.0,спасибо огромное за помощь!,True
3890239,5,"обычная услуга. Цена, правда, завышена (за около 10ти минут работы). ",0.0,0.0,0.0,0.0,0.0,"обычная услуга. цена, правда, завышена (за около 10ти минут работы).",True
3890275,5,отличная работа. теперь дверь закрывается плавно. спасибо. ,0.0,0.0,0.0,0.0,1.0,отличная работа. теперь дверь закрывается плавно. спасибо.,True
3890303,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3890389,5,спасибо большое ,0.0,0.0,0.0,0.0,1.0,спасибо большое,True
3890393,5,Все супер быстро! Спасибо! ,1.0,0.0,0.0,0.0,1.0,все супер быстро! спасибо!,True
3890484,5,Оперативно) спасибо,1.0,0.0,0.0,0.0,1.0,оперативно) спасибо,True
3890486,5,Супер,0.0,0.0,0.0,0.0,0.0,супер,True
3890512,5,Спасибо.,0.0,0.0,0.0,0.0,1.0,спасибо.,True
3890517,5,"Молодцы, оперативно. ",1.0,0.0,0.0,0.0,0.0,"молодцы, оперативно.",True
3890604,5,Вопрос решился быстро. Спасибо!,1.0,0.0,0.0,0.0,1.0,вопрос решился быстро. спасибо!,True
3890656,5,Спасибо 😉 ,0.0,0.0,0.0,0.0,1.0,спасибо 😉,True
3890678,5,Александру спасибо за объяснение причины бульканья ! ,0.0,0.0,0.0,0.0,1.0,александру спасибо за объяснение причины бульканья !,True
3890716,5,спасибо! всё быстро!,1.0,0.0,0.0,0.0,1.0,спасибо! всё быстро!,True
3890952,5,Спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3890985,5,Спасибо! Исправили мою ошибку,0.0,0.0,0.0,0.0,1.0,спасибо! исправили мою ошибку,True
3891095,5,мастер сделал все очень быстро и аккуратно,1.0,0.0,0.0,0.0,0.0,мастер сделал все очень быстро и аккуратно,True
3891173,5,спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3891188,5,спасибо за оперативность,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность,True
3891298,5,Спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3891325,5,Очень вежливый и профессиональный мастер. Устранил все недочеты оперативно и качественно. Просто отлично. Спасибо ,1.0,1.0,1.0,0.0,1.0,очень вежливый и профессиональный мастер. устранил все недочеты оперативно и качественно. просто отлично. спасибо,True
3891380,5,"Иван, огромное спасибо вам ! ",0.0,0.0,0.0,0.0,1.0,"иван, огромное спасибо вам !",True
3891477,5,Среагировали за 20 минут!!!!,0.0,0.0,0.0,0.0,0.0,среагировали за 20 минут!!!!,True
3891489,5,"Спасибо специалисту Роману, который помог мне наконец-то решить мой вопрос! Очень грамотный и вежливый специалист) ",0.0,0.0,1.0,0.0,1.0,"спасибо специалисту роману, который помог мне наконец-то решить мой вопрос! очень грамотный и вежливый специалист)",True
3891568,5,спасибо! в тот же день электрик решил проблему.,0.0,0.0,0.0,0.0,1.0,спасибо! в тот же день электрик решил проблему.,True
3891612,5,"Лифт и полы помыли , большое спасибо за уборку ! Ждём установку зеркал в лифтах",0.0,0.0,0.0,0.0,1.0,"лифт и полы помыли , большое спасибо за уборку ! ждём установку зеркал в лифтах",True
3891740,5,спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3891850,5,да все верно. спасибо,0.0,0.0,0.0,0.0,1.0,да все верно. спасибо,True
3891871,5,спасибо всё бистро устранили ,0.0,0.0,0.0,0.0,1.0,спасибо всё бистро устранили,True
3891943,4,"Спасибо, вроде бы стало лучше. ",0.0,0.0,0.0,0.0,1.0,"спасибо, вроде бы стало лучше.",True
3892115,5,Спасибо большое за Вашу быструю и профессиональную помощь. ,0.0,0.0,0.0,0.0,1.0,спасибо большое за вашу быструю и профессиональную помощь.,True
3892189,5,"Все быстро, не смотря на поздний час.",1.0,0.0,0.0,0.0,0.0,"все быстро, не смотря на поздний час.",True
3892247,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3892258,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3892271,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3892432,5,ответ был предоставлен оперативно и в полном объеме,1.0,0.0,0.0,0.0,0.0,ответ был предоставлен оперативно и в полном объеме,True
3892474,5,"Спасибо огромное,  напор стал отличным!",0.0,0.0,0.0,0.0,1.0,"спасибо огромное,  напор стал отличным!",True
3892541,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3892548,5,Спасибо) там правда все убрали и стало прям чисто) если можете еще отмыть пятна чего-то… буду очень вам признателен) возможно там нужна не только тряпка),0.0,0.0,0.0,0.0,1.0,спасибо) там правда все убрали и стало прям чисто) если можете еще отмыть пятна чего-то… буду очень вам признателен) возможно там нужна не только тряпка),True
3892589,5,сделали,0.0,0.0,0.0,1.0,0.0,сделали,True
3892591,5,Спасибо мастеру Сергею за четкую работу! ,0.0,0.0,0.0,0.0,1.0,спасибо мастеру сергею за четкую работу!,True
3892629,4,"Наконец - то. Очень надеюсь, что через 2 дня он не встанет снова",0.0,0.0,0.0,0.0,0.0,"наконец - то. очень надеюсь, что через 2 дня он не встанет снова",True
3892632,5,"Благодарим, очень оперативно!",1.0,0.0,0.0,0.0,0.0,"благодарим, очень оперативно!",True
3892659,5,"Быстро, мастеру большое спасибо",1.0,0.0,0.0,0.0,1.0,"быстро, мастеру большое спасибо",True
3892748,5,"Вопрос решен быстро, спасибо мастеру. Фото выполненной работы приложил и даже позвонил!",1.0,0.0,0.0,0.0,1.0,"вопрос решен быстро, спасибо мастеру. фото выполненной работы приложил и даже позвонил!",True
3892858,5,главное что проблема решена! спасибо!,0.0,0.0,0.0,0.0,1.0,главное что проблема решена! спасибо!,True
3892909,5,Спасибо.. все сделали быстро .. очень вежливые сотрудники. ,1.0,0.0,1.0,1.0,1.0,спасибо.. все сделали быстро .. очень вежливые сотрудники.,True
3892910,5,"спасибо, что решили проблему оперативно ",1.0,0.0,0.0,0.0,1.0,"спасибо, что решили проблему оперативно",True
3893074,5,"Оперативно, внимательно, вежливо. Спасибо. ",1.0,0.0,1.0,0.0,1.0,"оперативно, внимательно, вежливо. спасибо.",True
3893110,5,"Спасибо, всё оперативно сделали!",1.0,0.0,0.0,1.0,1.0,"спасибо, всё оперативно сделали!",True
3893437,5,Была распечатана бумажная квитанция.Хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение Самолет+УК,0.0,0.0,0.0,0.0,0.0,была распечатана бумажная квитанция.хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение самолет+ук,True
3893476,5,"Заявка быстра принята в работу. Проблема решена. Спасибо! 
",0.0,0.0,0.0,0.0,1.0,заявка быстра принята в работу. проблема решена. спасибо!,True
3893532,5,Молодцы! Быстро! 😁,1.0,0.0,0.0,0.0,0.0,молодцы! быстро! 😁,True
3893660,5,Спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3893735,5, Спасибо большое за оперативность👍👍👍,1.0,0.0,0.0,0.0,1.0,спасибо большое за оперативность👍👍👍,True
3893847,5,Благодарю!,0.0,0.0,0.0,0.0,1.0,благодарю!,True
3893860,5,"Спасибо большое,всех благ и процветание вашей компании ",0.0,0.0,0.0,0.0,1.0,"спасибо большое,всех благ и процветание вашей компании",True
3893967,5,спасибо электрику,0.0,0.0,0.0,0.0,1.0,спасибо электрику,True
3894014,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3894023,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3894064,5,всё грамотно по полочкам объяснил,0.0,0.0,0.0,0.0,0.0,всё грамотно по полочкам объяснил,True
3894130,5,благодарю за быстро и качественно оказанную услугу,1.0,1.0,0.0,0.0,1.0,благодарю за быстро и качественно оказанную услугу,True
3894191,5,Спасибо за оперативное решение вопроса! ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативное решение вопроса!,True
3894264,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3894294,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3894326,5,"Огромное спасибо, быстро и качественно ",1.0,1.0,0.0,0.0,1.0,"огромное спасибо, быстро и качественно",True
3894383,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3894419,5,Спасибо большое за оперативность ,1.0,0.0,0.0,0.0,1.0,спасибо большое за оперативность,True
3894423,5,Спасибо большое! ,0.0,0.0,0.0,0.0,1.0,спасибо большое!,True
3894439,5,спасибо! ,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3894440,5,спасибо за ремонт!,0.0,0.0,0.0,0.0,1.0,спасибо за ремонт!,True
3894680,5,благодарю менеджера Татьяну ,0.0,0.0,0.0,0.0,1.0,благодарю менеджера татьяну,True
3894684,5,благодарю менеджера ,0.0,0.0,0.0,0.0,1.0,благодарю менеджера,True
3894714,5,сотрудники молодцы!,0.0,0.0,0.0,0.0,0.0,сотрудники молодцы!,True
3894876,5,Большое спасибо ,0.0,0.0,0.0,0.0,1.0,большое спасибо,True
3894890,5,Большое спасибо ,0.0,0.0,0.0,0.0,1.0,большое спасибо,True
3894893,5,оперативно и качественно! браво!,1.0,1.0,0.0,0.0,0.0,оперативно и качественно! браво!,True
3894902,5,Спасибо огромное! Оперативно и качественно решили проблему! ,1.0,1.0,0.0,0.0,1.0,спасибо огромное! оперативно и качественно решили проблему!,True
3894919,5,сделали,0.0,0.0,0.0,1.0,0.0,сделали,True
3894947,5,Спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3895024,5,спасибо за оперативность,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность,True
3895042,5,"Поднималась сегодня с утра, запаха нет совсем. Спасибо большое ",0.0,0.0,0.0,0.0,1.0,"поднималась сегодня с утра, запаха нет совсем. спасибо большое",True
3895051,5,"Специалист проконсультировал, сориентировал по срокам.",0.0,0.0,0.0,0.0,0.0,"специалист проконсультировал, сориентировал по срокам.",True
3895064,5,"спасибо, быстро и качественно. ",1.0,1.0,0.0,0.0,1.0,"спасибо, быстро и качественно.",True
3895084,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3895126,5,спасибо. ,0.0,0.0,0.0,0.0,1.0,спасибо.,True
3895181,5,Спасибо за оперативность 💫💫💫,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность 💫💫💫,True
3895221,5,Все отлично! Спасибо ,0.0,0.0,0.0,0.0,1.0,все отлично! спасибо,True
3895423,5,"Спасибо, большое!!!",0.0,0.0,0.0,0.0,1.0,"спасибо, большое!!!",True
